IndividualID,IndividualDegree,IndividualBetweenness,SumDistance,ExperimentID,ColonyID,NumberWorkers
1153,7,4.053708791,8848.294046,Networks-6-17-1,17,27
1094,12,11.85735653,8541.498667,Networks-6-17-1,17,27
636,8,6.259722222,9967.613989,Networks-6-17-1,17,27
848,13,17.27699939,10688.53748,Networks-6-17-1,17,27
1025,10,5.319444444,4105.360091,Networks-6-17-1,17,27
1163,6,1.992857143,11836.89677,Networks-6-17-1,17,27
3116,7,1.78452381,23504.60963,Networks-6-17-1,17,27
543,6,3.226465201,328330.5173,Networks-6-17-1,17,27
765,3,0.932539683,69459.99341,Networks-6-17-1,17,27
756,7,3.926724664,7230.536974,Networks-6-17-1,17,27
2847,4,1.787301587,79763.71459,Networks-6-17-1,17,27
633,8,6.553174603,249933.3314,Networks-6-17-1,17,27
867,6,1.177777778,14393.69361,Networks-6-17-1,17,27
463,3,0.125,66324.85484,Networks-6-17-1,17,27
1126,5,1.116666667,17344.61401,Networks-6-17-1,17,27
795,5,1.086111111,75267.54701,Networks-6-17-1,17,27
632,12,15.88136447,137638.3355,Networks-6-17-1,17,27
384,6,6.74859944,67222.48971,Networks-6-21-1,19,27
1070,8,3.091269841,8423.250859,Networks-6-21-1,19,27
604,9,8.919537815,9180.964739,Networks-6-21-1,19,27
756,10,10.38669468,24139.01987,Networks-6-21-1,19,27
1126,10,13.9767507,10703.99948,Networks-6-21-1,19,27
1127,13,7.891946779,36228.60978,Networks-6-21-1,19,27
542,6,5.345238095,84178.32465,Networks-6-21-1,19,27
849,9,3.807936508,15478.07744,Networks-6-21-1,19,27
1163,9,2.563585434,15815.47143,Networks-6-21-1,19,27
819,10,11.1839169,16120.71857,Networks-6-21-1,19,27
637,3,0.666666667,246489.8302,Networks-6-21-1,19,27
1095,9,9.85245098,13192.87978,Networks-6-21-1,19,27
480,12,35.60644258,20002.62063,Networks-6-21-1,19,27
765,5,18.02619048,15836.64357,Networks-6-21-1,19,27
459,4,9.016666667,15142.70451,Networks-6-21-1,19,27
1132,11,7.96853408,17255.41378,Networks-6-21-1,19,27
1156,9,10.58492063,14414.35038,Networks-6-21-1,19,27
795,2,0.833333333,31815.01337,Networks-6-21-1,19,27
594,2,0,46011.41951,Networks-6-21-1,19,27
1133,12,39.53389356,24532.84628,Networks-6-21-1,19,27
463,2,1,114804.9153,Networks-6-21-1,19,27
2847,11,5.721218487,140334.7093,Networks-6-21-1,19,27
3116,6,6.952777778,76078.47715,Networks-6-21-1,19,27
758,4,2.321428571,307304.9892,Networks-6-21-1,19,27
888,7,17.3,29173.34738,Networks-6-21-2,20,16
828,4,1.033333333,28144.33303,Networks-6-21-2,20,16
598,1,0,19083.07171,Networks-6-21-2,20,16
867,4,8.7,19254.33366,Networks-6-21-2,20,16
423,2,0,15982.29849,Networks-6-21-2,20,16
914,4,2.4,28522.53781,Networks-6-21-2,20,16
1071,4,1.366666667,60646.65485,Networks-6-21-2,20,16
666,3,0.7,11144.29782,Networks-6-21-2,20,16
1029,4,2,42668.38279,Networks-6-21-2,20,16
1166,3,0.5,13291.5679,Networks-6-21-2,20,16
795,2,0.25,36655.63017,Networks-6-21-3,19,16
819,9,6.534126984,38226.93083,Networks-6-21-3,19,16
637,10,7.034126984,38872.14415,Networks-6-21-3,19,16
1133,10,3.549603175,28605.6773,Networks-6-21-3,19,16
1152,8,1.90515873,21941.40971,Networks-6-21-3,19,16
542,4,0.836111111,24841.36061,Networks-6-21-3,19,16
849,7,1.336111111,11154.09646,Networks-6-21-3,19,16
480,7,0.578968254,14570.28366,Networks-6-21-3,19,16
3116,5,1.142857143,7455.715007,Networks-6-21-3,19,16
1070,9,3.496825397,21366.06218,Networks-6-21-3,19,16
2847,8,8.633730159,73203.3897,Networks-6-21-3,19,16
1127,7,0.513888889,13218.08016,Networks-6-21-3,19,16
765,4,2.88015873,93807.76744,Networks-6-21-3,19,16
1101,10,6.308333333,103149.1673,Networks-6-21-3,19,16
422,3,0.333333333,22846.34174,Networks-6-22-1,21,16
419,4,0.833333333,23194.21435,Networks-6-22-1,21,16
1123,2,14,15243.2239,Networks-6-22-1,21,16
636,7,22.16666667,23341.4017,Networks-6-22-1,21,16
951,2,8,26711.28576,Networks-6-22-1,21,16
722,5,2.333333333,20995.3243,Networks-6-22-1,21,16
1028,3,0,241859.5588,Networks-6-22-1,21,16
1057,3,0.333333333,17894.83375,Networks-6-22-1,21,16
880,1,0,25771.45455,Networks-6-22-1,21,16
853,2,0,90736.30831,Networks-6-22-1,21,16
604,7,15.5452381,7871.739572,Networks-6-22-2,19,27
1132,6,8.735714286,12670.16086,Networks-6-22-2,19,27
419,5,5.7,13725.82686,Networks-6-22-2,19,27
1156,4,1.25,13932.70287,Networks-6-22-2,19,27
542,4,7.183333333,11567.79991,Networks-6-22-2,19,27
636,6,13.98452381,9187.523562,Networks-6-22-2,19,27
599,7,22.40238095,21991.86413,Networks-6-22-2,19,27
1095,5,5.50952381,4639.69643,Networks-6-22-2,19,27
756,4,4.25,3303.420246,Networks-6-22-2,19,27
758,3,1.15,35967.99737,Networks-6-22-2,19,27
1166,3,2.833333333,39021.2403,Networks-6-22-2,19,27
1127,6,9.451190476,9934.658679,Networks-6-22-2,19,27
1126,7,14.38690476,21424.7203,Networks-6-22-2,19,27
819,5,4.63452381,7332.218516,Networks-6-22-2,19,27
921,7,14.2,16222.97281,Networks-6-22-2,19,27
594,3,1.783333333,53921.76066,Networks-6-22-2,19,27
480,4,1.916666667,8515.287217,Networks-6-22-2,19,27
1028,2,2.083333333,104313.5108,Networks-6-22-2,19,27
722,8,1.435714286,32181.59816,Networks-6-24-1,19,27
1156,11,5.354834055,25820.2478,Networks-6-24-1,19,27
604,8,1.713492063,23804.13897,Networks-6-24-1,19,27
480,11,10.48740981,31881.42703,Networks-6-24-1,19,27
819,7,6.015909091,20748.90244,Networks-6-24-1,19,27
756,7,0.396825397,21399.03373,Networks-6-24-1,19,27
848,2,0.375,59319.27753,Networks-6-24-1,19,27
1057,7,12.13383838,71044.11599,Networks-6-24-1,19,27
1132,10,8.982683983,18942.88524,Networks-6-24-1,19,27
1071,11,9.327886003,275032.8316,Networks-6-24-1,19,27
419,3,0.111111111,34740.7061,Networks-6-24-1,19,27
636,8,1.661976912,24864.61579,Networks-6-24-1,19,27
1126,5,0.903968254,34274.96116,Networks-6-24-1,19,27
1127,5,0.5,21096.72708,Networks-6-24-1,19,27
1095,9,7.449350649,16230.55487,Networks-6-24-1,19,27
795,4,4.15,137204.9723,Networks-6-24-1,19,27
604,13,19.46230159,12506.0497,Networks-6-24-2,20,28
458,11,6.007936508,7705.428344,Networks-6-24-2,20,28
853,12,14.95912698,40990.9313,Networks-6-24-2,20,28
423,12,8.862301587,14859.69181,Networks-6-24-2,20,28
819,7,1.813492063,18831.68205,Networks-6-24-2,20,28
756,7,1.573015873,8759.983929,Networks-6-24-2,20,28
795,6,4.553968254,115107.8207,Networks-6-24-2,20,28
867,8,1.344444444,23062.82775,Networks-6-24-2,20,28
848,6,0.277777778,31465.19658,Networks-6-24-2,20,28
758,7,6.611111111,103961.5516,Networks-6-24-2,20,28
636,8,3.48452381,17101.16915,Networks-6-24-2,20,28
1029,1,0,30495.53764,Networks-6-24-2,20,28
1057,10,4.171825397,29049.75454,Networks-6-24-2,20,28
1039,4,0.485714286,150863.617,Networks-6-24-2,20,28
637,1,0,10425.04813,Networks-6-24-2,20,28
594,6,0.436111111,35629.10277,Networks-6-24-2,20,28
951,10,9.286111111,121000.1511,Networks-6-24-2,20,28
829,10,4.557936508,112118.1284,Networks-6-24-2,20,28
543,12,10.62896825,110652.1478,Networks-6-24-2,20,28
1094,7,36.48333333,141319.8506,Networks-6-24-2,20,28
386,6,3.916666667,2982.934501,Networks-10-26-1,1,18
2687,9,20.82738095,5395.546,Networks-10-26-1,1,18
3635,7,20.70833333,2242.131025,Networks-10-26-1,1,18
367,8,9.702380952,5581.142639,Networks-10-26-1,1,18
3562,6,2.325,3812.044139,Networks-10-26-1,1,18
2769,6,8.170238095,3622.282535,Networks-10-26-1,1,18
171,8,6.275,2609.461929,Networks-10-26-1,1,18
77,8,7.392857143,2499.097128,Networks-10-26-1,1,18
3559,5,4.953571429,12614.0653,Networks-10-26-1,1,18
2654,7,6.116666667,5535.210585,Networks-10-26-1,1,18
2778,4,5.18452381,5517.601877,Networks-10-26-1,1,18
392,4,2.45,2145.038626,Networks-10-26-1,1,18
235,8,14.41071429,18710.91366,Networks-10-26-1,1,18
3607,3,0,7494.124153,Networks-10-26-1,1,18
3532,5,0.65,3100.214016,Networks-10-26-1,1,18
3602,6,7.833333333,4100.494063,Networks-10-26-1,1,18
3613,3,1.083333333,8125.16216,Networks-10-26-1,1,18
142,1,0,728.501491,Networks-10-26-1,1,18
2687,12,8.332142857,44509.3508,Networks-10-28-1,1,18
3559,8,1.788924964,17926.55887,Networks-10-28-1,1,18
3635,10,4.440873016,18661.88086,Networks-10-28-1,1,18
3562,9,3.001623377,10491.81407,Networks-10-28-1,1,18
171,7,2.767857143,9503.460083,Networks-10-28-1,1,18
386,9,2.123448773,14458.60705,Networks-10-28-1,1,18
2769,9,1.697258297,19088.7177,Networks-10-28-1,1,18
3602,13,12.08214286,80901.77014,Networks-10-28-1,1,18
3613,10,4.28495671,66819.39102,Networks-10-28-1,1,18
2778,11,2.941305916,41603.97781,Networks-10-28-1,1,18
235,9,5.244047619,84611.55033,Networks-10-28-1,1,18
367,9,1.622258297,79190.35158,Networks-10-28-1,1,18
392,4,1.611111111,6421.082903,Networks-10-28-1,1,18
2654,9,3.479401154,81150.15361,Networks-10-28-1,1,18
77,9,1.631782107,25837.744,Networks-10-28-1,1,18
3532,8,1.526623377,26565.23271,Networks-10-28-1,1,18
3607,6,1.424242424,10207.49658,Networks-10-28-1,1,18
2654,10,12.63939394,33157.71968,Networks-11-1-1,1,17
2769,7,2.2,29001.13479,Networks-11-1-1,1,17
3532,6,1.025,4421.111716,Networks-11-1-1,1,17
77,7,3.663888889,13504.76822,Networks-11-1-1,1,17
2778,8,7.064393939,72099.52236,Networks-11-1-1,1,17
386,7,2.658333333,10746.78587,Networks-11-1-1,1,17
3635,3,0,11795.25353,Networks-11-1-1,1,17
142,6,4.889393939,14472.46717,Networks-11-1-1,1,17
235,7,4.327020202,196000.4001,Networks-11-1-1,1,17
3607,8,11.99772727,10302.03553,Networks-11-1-1,1,17
392,4,0.991666667,7951.956953,Networks-11-1-1,1,17
3559,4,0.75,90507.95591,Networks-11-1-1,1,17
3602,6,3.386616162,27468.57964,Networks-11-1-1,1,17
3562,6,1.083333333,15382.27686,Networks-11-1-1,1,17
2687,10,15.4219697,63685.22248,Networks-11-1-1,1,17
367,4,0.540909091,27337.92065,Networks-11-1-1,1,17
171,9,14.36035354,15268.39873,Networks-11-1-1,1,17
2654,7,6.938095238,8827.371004,Networks-11-6-1,1,17
2745,3,0.2,47573.58529,Networks-11-6-1,1,17
77,3,0.926190476,4495.379662,Networks-11-6-1,1,17
2769,8,5.652380952,6898.356555,Networks-11-6-1,1,17
3532,9,15.08095238,1960.061523,Networks-11-6-1,1,17
367,6,3.65,2572.925724,Networks-11-6-1,1,17
392,5,0.926190476,8759.816312,Networks-11-6-1,1,17
3559,5,3.328571429,4987.635697,Networks-11-6-1,1,17
2687,4,1.035714286,3724.271125,Networks-11-6-1,1,17
3607,3,0.333333333,3265.645585,Networks-11-6-1,1,17
3635,3,0,5534.21065,Networks-11-6-1,1,17
235,5,0.833333333,5906.347348,Networks-11-6-1,1,17
2778,8,6.245238095,7422.832604,Networks-11-6-1,1,17
171,10,16.84047619,6901.096445,Networks-11-6-1,1,17
3562,5,4.00952381,1841.482367,Networks-11-6-1,1,17
3607,8,7.385714286,7409.736266,Networks-11-8-1,1,19
3559,2,0,1037.511106,Networks-11-8-1,1,19
386,7,1.991666667,15459.01847,Networks-11-8-1,1,19
359,9,15.24285714,35492.99269,Networks-11-8-1,1,19
2687,11,16.02738095,55808.79377,Networks-11-8-1,1,19
3562,6,4.066666667,15706.3757,Networks-11-8-1,1,19
171,8,4.158333333,16496.95731,Networks-11-8-1,1,19
77,8,5.344047619,18275.49544,Networks-11-8-1,1,19
392,8,3.602380952,36607.65687,Networks-11-8-1,1,19
235,7,11.21547619,18427.59144,Networks-11-8-1,1,19
3609,8,6.752380952,15550.1252,Networks-11-8-1,1,19
3532,3,1.5,15161.90049,Networks-11-8-1,1,19
3635,3,1.791666667,19606.4937,Networks-11-8-1,1,19
357,4,0,29207.44396,Networks-11-8-1,1,19
2778,6,2.402380952,15701.25023,Networks-11-8-1,1,19
367,7,8.185714286,56231.53179,Networks-11-8-1,1,19
2769,3,0.333333333,5630.323644,Networks-11-8-1,1,19
357,8,2.727777778,33721.38683,Networks-11-12-1,1,16
392,12,10.18611111,59328.69387,Networks-11-12-1,1,16
2687,9,4.086111111,24024.44503,Networks-11-12-1,1,16
3607,3,0,8049.20073,Networks-11-12-1,1,16
359,8,1.441666667,15953.11664,Networks-11-12-1,1,16
3609,8,1.436111111,12931.96955,Networks-11-12-1,1,16
3562,11,6.311111111,20901.47499,Networks-11-12-1,1,16
77,5,0,17016.25794,Networks-11-12-1,1,16
2778,4,0,23191.46033,Networks-11-12-1,1,16
171,9,2.127777778,24169.94386,Networks-11-12-1,1,16
386,7,0.819444444,16029.41479,Networks-11-12-1,1,16
2654,12,10.23333333,61629.10774,Networks-11-12-1,1,16
3635,7,1.527777778,36336.91087,Networks-11-12-1,1,16
367,8,2.594444444,31567.16272,Networks-11-12-1,1,16
2769,9,2.508333333,16167.3471,Networks-11-12-1,1,16
171,11,1.740873016,37556.9004,Networks-11-16-1,1,16
3609,10,0.871825397,9923.569307,Networks-11-16-1,1,16
2654,10,2.553571429,522709.6893,Networks-11-16-1,1,16
2687,13,4.408730159,36486.36507,Networks-11-16-1,1,16
392,10,1.373015873,69833.6867,Networks-11-16-1,1,16
2769,8,1.01468254,66327.684,Networks-11-16-1,1,16
359,14,7.058730159,77791.69652,Networks-11-16-1,1,16
357,5,0.402777778,36465.86456,Networks-11-16-1,1,16
386,8,1.427777778,13938.01528,Networks-11-16-1,1,16
2778,10,1.994047619,31494.14686,Networks-11-16-1,1,16
3607,11,2.93968254,13378.46676,Networks-11-16-1,1,16
77,11,4.286904762,29244.22295,Networks-11-16-1,1,16
3562,10,2.392857143,16471.40134,Networks-11-16-1,1,16
367,8,0.53452381,12809.98456,Networks-11-16-1,1,16
142,5,0,3985.051588,Networks-11-16-1,1,16
386,6,0.386446886,11487.05419,Networks-11-19-1,1,16
3562,7,1.479304029,21351.95576,Networks-11-19-1,1,16
3607,9,10.17179487,15814.98726,Networks-11-19-1,1,16
3609,7,1.012637363,13039.42276,Networks-11-19-1,1,16
2654,10,6.453846154,44366.34037,Networks-11-19-1,1,16
359,11,6.806227106,69579.8122,Networks-11-19-1,1,16
357,9,3.916483516,30666.15682,Networks-11-19-1,1,16
392,7,0.729304029,38972.56355,Networks-11-19-1,1,16
367,7,4.224358974,23379.27479,Networks-11-19-1,1,16
171,8,1.666666667,26374.42799,Networks-11-19-1,1,16
2778,3,0.2,41418.47095,Networks-11-19-1,1,16
77,8,2.372893773,19663.43345,Networks-11-19-1,1,16
3635,5,0.25,11051.24822,Networks-11-19-1,1,16
2769,5,1.33003663,49907.33208,Networks-11-19-1,1,16
3333,8,5.575703463,5961.098016,Networks-11-22-1,2,30
3435,6,13.7524531,56186.4579,Networks-11-22-1,2,30
3270,7,5.556259019,11830.47495,Networks-11-22-1,2,30
3528,7,3.016143579,42007.93249,Networks-11-22-1,2,30
3437,7,8.764069264,20296.15808,Networks-11-22-1,2,30
3457,6,5.533207071,18315.94137,Networks-11-22-1,2,30
3470,5,8.268596681,49287.78105,Networks-11-22-1,2,30
3338,12,36.67559524,74769.24397,Networks-11-22-1,2,30
3428,5,4.304437229,32043.14567,Networks-11-22-1,2,30
3265,6,6.657936508,33156.65302,Networks-11-22-1,2,30
3527,7,7.873448773,33168.05842,Networks-11-22-1,2,30
3430,3,2.403210678,2124.316222,Networks-11-22-1,2,30
3237,5,3.892857143,18219.71129,Networks-11-22-1,2,30
3328,4,0.277777778,1569.735756,Networks-11-22-1,2,30
3529,6,8.245039683,17299.58128,Networks-11-22-1,2,30
3235,10,20.3953824,27659.30427,Networks-11-22-1,2,30
3427,8,9.198430736,30727.24353,Networks-11-22-1,2,30
3433,4,0.479166667,18766.15764,Networks-11-22-1,2,30
3471,4,1.353409091,16855.17821,Networks-11-22-1,2,30
3488,17,55.14227994,57749.48426,Networks-11-22-1,2,30
3462,10,12.14522006,29546.71372,Networks-11-22-1,2,30
3360,4,1.201190476,59518.16845,Networks-11-22-1,2,30
3492,8,13.07588384,18489.71937,Networks-11-22-1,2,30
3465,10,27.95218254,81896.07972,Networks-11-22-1,2,30
3502,7,10.16197691,28665.73874,Networks-11-22-1,2,30
3493,9,11.24375902,37539.82607,Networks-11-22-1,2,30
3361,5,2.381186869,16959.16688,Networks-11-22-1,2,30
3310,11,36.46096681,49805.33813,Networks-11-22-1,2,30
3072,13,34.01222944,353208.4792,Networks-11-22-1,2,30
3457,21,15.65703463,205956.2819,Networks-11-30-1,3,29
3492,20,20.15398629,192425.3172,Networks-11-30-1,3,29
3462,12,3.829635642,95879.45889,Networks-11-30-1,3,29
3235,17,10.37018398,72408.38736,Networks-11-30-1,3,29
3270,14,7.204906205,50097.67115,Networks-11-30-1,3,29
2815,12,3.686778499,66516.03426,Networks-11-30-1,3,29
3265,15,8.883513709,6615.992845,Networks-11-30-1,3,29
3428,13,5.798611111,112852.128,Networks-11-30-1,3,29
3437,18,11.84998196,199170.0034,Networks-11-30-1,3,29
3360,10,3.007178932,42894.10148,Networks-11-30-1,3,29
3237,23,20.42112193,269109.2317,Networks-11-30-1,3,29
2783,17,7.405104618,57915.95701,Networks-11-30-1,3,29
3328,5,0.376190476,105333.0914,Networks-11-30-1,3,29
3467,19,11.34700577,108842.9402,Networks-11-30-1,3,29
3268,9,2.758008658,97866.61278,Networks-11-30-1,3,29
3435,10,3.277886003,95599.06238,Networks-11-30-1,3,29
3471,17,6.314736652,56453.3422,Networks-11-30-1,3,29
3528,19,11.86506133,126617.2082,Networks-11-30-1,3,29
3488,14,6.630790043,115424.4136,Networks-11-30-1,3,29
3562,12,2.998520924,100229.934,Networks-11-30-1,3,29
357,10,5.663924964,20181.90776,Networks-11-30-1,3,29
18,9,1.99752886,62158.70174,Networks-11-30-1,3,29
3333,8,1.027453102,30574.77017,Networks-11-30-1,3,29
77,12,2.862608225,43799.15351,Networks-11-30-1,3,29
3430,13,4.296663059,62444.13937,Networks-11-30-1,3,29
3310,18,14.05474387,110679.0864,Networks-11-30-1,3,29
3329,15,5.109938672,136319.1873,Networks-11-30-1,3,29
1,8,1.286544012,174492.9924,Networks-11-30-1,3,29
3522,12,4.864357864,119901.4671,Networks-11-30-1,3,29
77,13,3.761215582,18898.87902,Networks-12-5-1,3,28
3430,14,4.747835906,29234.26267,Networks-12-5-1,3,28
3488,15,3.318397697,52932.78245,Networks-12-5-1,3,28
3235,12,2.326518335,34209.71552,Networks-12-5-1,3,28
2815,10,2.271572872,18623.04425,Networks-12-5-1,3,28
3360,15,4.752752231,65354.31037,Networks-12-5-1,3,28
3471,12,3.418337218,25799.3787,Networks-12-5-1,3,28
3562,15,4.401641822,27648.12457,Networks-12-5-1,3,28
1,8,0.890010398,25155.06545,Networks-12-5-1,3,28
3265,24,15.18721499,131935.432,Networks-12-5-1,3,28
3433,15,4.866727145,29448.34636,Networks-12-5-1,3,28
3333,18,7.501406355,17889.92228,Networks-12-5-1,3,28
3268,13,3.155610076,64464.90829,Networks-12-5-1,3,28
3437,15,4.508708367,136515.5227,Networks-12-5-1,3,28
3237,18,6.881565085,155000.3466,Networks-12-5-1,3,28
3467,20,7.927363323,99577.63834,Networks-12-5-1,3,28
3492,15,3.320046049,101705.2566,Networks-12-5-1,3,28
3328,17,4.96591962,64580.74912,Networks-12-5-1,3,28
3457,22,14.47843545,83004.32237,Networks-12-5-1,3,28
357,11,2.028618604,23954.8067,Networks-12-5-1,3,28
2783,16,6.954736358,96061.67682,Networks-12-5-1,3,28
3462,16,5.700920322,130117.364,Networks-12-5-1,3,28
3522,18,6.27680318,71791.59606,Networks-12-5-1,3,28
3329,14,3.78669982,67436.38568,Networks-12-5-1,3,28
3428,19,9.668731269,169855.0286,Networks-12-5-1,3,28
18,16,6.073672569,72233.02315,Networks-12-5-1,3,28
3528,21,11.39915264,111919.5636,Networks-12-5-1,3,28
3310,16,4.429386708,54184.07137,Networks-12-5-1,3,28
3433,19,9.766537629,34620.23596,Networks-12-9-1,3,28
3235,17,8.237934288,25630.1347,Networks-12-9-1,3,28
3360,15,3.435834998,39036.2855,Networks-12-9-1,3,28
3265,19,7.91720918,177634.7017,Networks-12-9-1,3,28
77,18,8.631668332,23904.3214,Networks-12-9-1,3,28
3562,14,3.794777445,35971.28242,Networks-12-9-1,3,28
18,17,7.839294039,21994.19666,Networks-12-9-1,3,28
1,6,0.414957265,48289.41124,Networks-12-9-1,3,28
3333,19,13.17046981,50993.3528,Networks-12-9-1,3,28
3457,19,11.81214757,226690.1162,Networks-12-9-1,3,28
3328,14,3.806616994,50155.9979,Networks-12-9-1,3,28
3329,14,6.353730991,52430.84463,Networks-12-9-1,3,28
3310,20,14.54389361,148907.9732,Networks-12-9-1,3,28
3430,15,4.811367799,36555.96787,Networks-12-9-1,3,28
2815,14,3.424142524,45667.26828,Networks-12-9-1,3,28
3492,14,6.316688867,233144.3686,Networks-12-9-1,3,28
3471,12,1.834387834,31111.69672,Networks-12-9-1,3,28
3268,14,4.816851204,56512.6223,Networks-12-9-1,3,28
3488,14,4.682958708,33792.61278,Networks-12-9-1,3,28
3522,15,5.00463703,46013.37802,Networks-12-9-1,3,28
3237,22,14.1710151,91793.31114,Networks-12-9-1,3,28
3437,10,1.556711344,198054.2388,Networks-12-9-1,3,28
3462,9,1.475234488,87958.21501,Networks-12-9-1,3,28
3467,13,3.998236486,114772.2903,Networks-12-9-1,3,28
3428,16,6.719903707,162628.1995,Networks-12-9-1,3,28
3528,17,4.569889832,155360.3348,Networks-12-9-1,3,28
2783,13,2.171513209,43301.51703,Networks-12-9-1,3,28
357,11,2.721389721,29769.17994,Networks-12-9-1,3,28
2783,6,2.838860159,36258.23623,Networks-12-27-1,3,27
3310,13,29.55890523,152062.4942,Networks-12-27-1,3,27
18,7,3.5,325471.0954,Networks-12-27-1,3,27
3279,9,17.59906091,43667.7565,Networks-12-27-1,3,27
3360,8,20.68886016,146847.3329,Networks-12-27-1,3,27
3430,3,0.125,152638.4416,Networks-12-27-1,3,27
3492,3,0.2,1250.898395,Networks-12-27-1,3,27
3333,14,48.97647059,113032.4343,Networks-12-27-1,3,27
3457,5,2.786111111,53836.19661,Networks-12-27-1,3,27
3306,6,6.968274618,95752.4748,Networks-12-27-1,3,27
3235,7,12.40416667,36547.27553,Networks-12-27-1,3,27
3437,6,12.72234791,6231.160007,Networks-12-27-1,3,27
3304,6,4.340050636,980.9858647,Networks-12-27-1,3,27
3268,10,23.53682396,73212.30804,Networks-12-27-1,3,27
3503,11,24.54374237,69314.6034,Networks-12-27-1,3,27
3488,2,0.25,34010.32117,Networks-12-27-1,3,27
357,2,0,56479.98437,Networks-12-27-1,3,27
77,2,0,59200.46561,Networks-12-27-1,3,27
3303,1,0,31148.94153,Networks-12-27-1,3,27
3433,6,12.00351038,50666.56898,Networks-12-27-1,3,27
3522,8,19.45772642,65917.00289,Networks-12-27-1,3,27
3343,9,11.0429541,198263.2129,Networks-12-27-1,3,27
3523,9,12.45090767,93304.16559,Networks-12-27-1,3,27
3562,6,15.70622711,53249.97186,Networks-12-27-1,3,27
3471,3,0.3,32821.18388,Networks-12-27-1,3,27
18,4,2.214180672,280912.5309,Networks-12-31-1,3,27
3360,3,0.2,251022.5632,Networks-12-31-1,3,27
3105,6,6.909139716,3290.922401,Networks-12-31-1,3,27
3457,6,4.341889483,2609.18849,Networks-12-31-1,3,27
3338,6,4.201680672,101205.772,Networks-12-31-1,3,27
3371,4,0.980637255,84857.27016,Networks-12-31-1,3,27
3562,8,6.677113573,34696.74478,Networks-12-31-1,3,27
77,7,5.366666667,53818.35017,Networks-12-31-1,3,27
3304,10,20.38260122,43090.1139,Networks-12-31-1,3,27
3306,11,29.90157881,378242.0246,Networks-12-31-1,3,27
3471,14,30.42895977,47998.2499,Networks-12-31-1,3,27
3279,5,1.186111111,1938.227024,Networks-12-31-1,3,27
3235,6,4.663378533,170211.176,Networks-12-31-1,3,27
3268,6,2.317379679,422279.5372,Networks-12-31-1,3,27
357,5,1.99195845,40440.79692,Networks-12-31-1,3,27
3488,4,0.923611111,91314.55374,Networks-12-31-1,3,27
3303,8,5.035504202,30978.49269,Networks-12-31-1,3,27
3333,6,2.423611111,73559.07514,Networks-12-31-1,3,27
3523,6,5.418732493,155325.9104,Networks-12-31-1,3,27
3430,5,1.097514006,61613.67936,Networks-12-31-1,3,27
33,6,4.037301587,70311.83802,Networks-12-31-1,3,27
3503,11,26.09151494,126570.3212,Networks-12-31-1,3,27
2783,6,4.476388889,75563.42715,Networks-12-31-1,3,27
3433,3,0.3,161700.4839,Networks-12-31-1,3,27
3522,11,24.86321407,341005.148,Networks-12-31-1,3,27
3343,17,58.56933198,312090.4448,Networks-12-31-1,3,27
